metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
shdltg	588	0.00109532341016681	0.000359906284465687	0.00244566735569717	0.000389907092614064	0.00180073972771956	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model3	physical activity
xxlvldlplpct	588	0.00502595191540838	0.0467148975003293	0.914359963825355	-0.086535247185237	0.0965871510160538	Phospholipids in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xxlvldlcpct	588	0.491224533193362	0.174076183165761	0.0049380039506622	0.15003521418847	0.832413852198254	Total cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xxlvldlcepct	588	0.40855846218686	0.152368443488658	0.00754088148664769	0.10991631294909	0.70720061142463	Cholesterol esters in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xxlvldlfcpct	588	0.0674485905269099	0.0477949961875193	0.158720948425979	-0.0262296020006279	0.161126783054448	Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xxlvldltgpct	588	-0.423361428282372	0.198006603494526	0.0329251629675702	-0.811454371131643	-0.035268485433101	Triglycerides in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Triglycerides (mmol/l)	Ratio	yes	bmi	adolescents	model3	physical activity
xlvldlplpct	588	0.439386658292042	0.189504080825797	0.020763347982057	0.0679586598734799	0.810814656710604	Phospholipids in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlvldlcpct	588	-0.502853610998293	0.567575823641915	0.376002967092471	-1.61530222533645	0.60959500333986	Total cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlvldlcepct	588	-0.141982524497534	0.35269969123508	0.687421070019251	-0.833273919318291	0.549308870323223	Cholesterol esters in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlvldlfcpct	588	-0.401161875161654	0.24686580054139	0.10470246503962	-0.885018844222778	0.0826950938994704	Free cholesterol in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlvldltgpct	588	-0.0646724670678306	0.541917397561294	0.905047323382906	-1.12683056628797	0.997485632152306	Triglycerides in very large VLDL to total lipids in very large VLDL ratio (%)	Lipoprotein subclasses ratios	Very large VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lvldlplpct	588	0.493762635164243	0.186078830297909	0.00818460867755457	0.129048127780341	0.858477142548145	Phospholipids in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lvldlcpct	588	0.862554387410832	0.289115039047509	0.00297047490575146	0.295888910877714	1.42921986394395	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lvldlcepct	588	0.36099953858788	0.202467403703804	0.0751099618728708	-0.0358365726715759	0.757835649847336	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lvldlfcpct	588	0.504858472284906	0.163634417177051	0.00213065243886225	0.184135014617886	0.825581929951926	Free cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lvldltgpct	588	-1.44259852118086	0.457815530663236	0.00171088267958713	-2.3399169612808	-0.545280081080918	Triglycerides in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mvldlplpct	588	-0.158057190101949	0.0414882152418908	0.000154016474325141	-0.239374091976055	-0.076740288227843	Phospholipids in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mvldlcpct	588	0.404476231464821	0.203706447758782	0.0475508074345702	0.00521159385760828	0.803740869072034	Total cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mvldlcepct	588	0.360716686462702	0.182903440867692	0.0490656735094376	0.00222594236202567	0.719207430563378	Cholesterol esters in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mvldlfcpct	588	0.0439391644603543	0.0522884865237436	0.401074747052402	-0.0585462691261832	0.146424598046892	Free cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mvldltgpct	588	-0.246763470606482	0.217692063513127	0.257455124574914	-0.673439915092211	0.179912973879247	Triglycerides in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
svldlplpct	588	-0.168896844858676	0.0523962884127147	0.00133780381298845	-0.271593570147597	-0.0662001195697552	Phospholipids in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
svldlcpct	588	0.195529840290911	0.168592332357269	0.246616838663989	-0.134911131129336	0.525970811711158	Total cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
svldlcepct	588	0.260386166836583	0.161546867397828	0.107543761111521	-0.0562456932631599	0.577018026936326	Cholesterol esters in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
svldlfcpct	588	-0.0691785032742469	0.0220340431516152	0.00177786563867736	-0.112365227851413	-0.0259917786970811	Free cholesterol in small VLDL to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
svldltgpct	588	-0.0220277664879903	0.168940856384063	0.896305186671057	-0.353151845000754	0.309096312024773	Triglycerides in small VLDL  to total lipids in small VLDL ratio (%)	Lipoprotein subclasses ratios	Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xsvldlplpct	588	-0.141646597544107	0.0957551299397988	0.139615059213115	-0.329326652226113	0.0460334571378987	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xsvldlcpct	588	0.250377629171896	0.163610904971294	0.126482791145957	-0.0702997445718402	0.571055002915632	Total cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xsvldlcepct	588	0.37973466085833	0.137399210295588	0.00589627899675704	0.110432208678978	0.649037113037682	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xsvldlfcpct	588	-0.126269510839762	0.0618472248652301	0.0416403848901431	-0.247490071575613	-0.00504895010391102	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xsvldltgpct	588	-0.109906765532974	0.145586767978436	0.450602279302449	-0.395256830770709	0.175443299704761	Triglycerides in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
idlplpct	588	-0.170525395179812	0.039478265189926	1.84036569809348e-05	-0.247902794952067	-0.093147995407557	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
idlcpct	588	0.399301522840282	0.105102218660564	0.000160532357584799	0.193301174265577	0.605301871414987	Total cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
idlcepct	588	0.525145569463598	0.102155896668619	3.75069627915228e-07	0.324920011993105	0.725371126934091	Cholesterol esters in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
idlfcpct	588	-0.124356318476468	0.0443186884310683	0.00518545575250777	-0.211220947801362	-0.0374916891515741	Free cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
idltgpct	588	-0.228607454866482	0.0862459713881203	0.0082535741170254	-0.397649558787198	-0.0595653509457662	Triglycerides in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lldlplpct	588	-0.0348398356716206	0.0890232028814468	0.695677499751782	-0.209325313319256	0.139645641976015	Phospholipids in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lldlcpct	588	0.341193269833562	0.137741275533634	0.0135313985963107	0.0712203697876394	0.611166169879485	 Total cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lldlcepct	588	0.482088800479212	0.159969040936271	0.00269425672837429	0.168549480244121	0.795628120714303	 Cholesterol esters in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lldlfcpct	588	-0.137738037584047	0.0486934911478509	0.00483601126099122	-0.233177280233835	-0.0422987949342593	Free cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
lldltgpct	588	-0.309051546163202	0.081411246463766	0.00016243557235133	-0.468617589232183	-0.149485503094221	Triglycerides in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mldlplpct	588	-0.171657791707418	0.19085736109062	0.36881163195724	-0.545738219445033	0.202422636030197	Phospholipids in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mldlcpct	588	0.493914586948869	0.219684288250186	0.024932884205128	0.0633333819785045	0.924495791919234	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mldlcepct	588	0.768324799005073	0.345488327442481	0.0265414544772765	0.0911676772178103	1.44548192079234	Cholesterol esters in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mldlfcpct	588	-0.274844822554919	0.142720708317008	0.0546245847702155	-0.554577410856255	0.00488776574641669	Free cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
mldltgpct	588	-0.321429579755317	0.0855497648798325	0.000189204613778158	-0.489107118919789	-0.153752040590845	Triglycerides in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
sldlplpct	588	-0.406227754686046	0.219088457721074	0.0642228152690304	-0.835641131819351	0.023185622447259	Phospholipids in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
sldlcpct	588	0.485257779273714	0.245383926607829	0.0484538439562924	0.00430528312236916	0.966210275425059	Total cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
sldlcepct	588	0.664836516429179	0.349030372133649	0.0573000057185011	-0.0192630129527731	1.34893604581113	Cholesterol esters in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
sldlfcpct	588	-0.183003577583536	0.12784541115083	0.152842476445786	-0.433580583439163	0.0675734282720908	Free cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
sldltgpct	588	-0.0790704555950575	0.0759725761836786	0.298413782580298	-0.227976704915068	0.0698357937249526	Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlhdlplpct	588	-1.251718484295	0.192821589046181	1.82754845648341e-10	-1.62964879882551	-0.873788169764485	Phospholipids in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlhdlcpct	588	1.12420281324172	0.181098262274383	1.02576489409501e-09	0.769250219183929	1.47915540729951	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlhdlcepct	588	1.18008462990662	0.187583575496302	6.22489598324318e-10	0.812420821933868	1.54774843787937	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlhdlfcpct	588	-0.0556699248040562	0.019950287911162	0.00543724471919215	-0.0947724891099337	-0.0165673604981787	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
xlhdltgpct	588	0.123677142556073	0.041754130195222	0.00318152990175417	0.0418390473734379	0.205515237738708	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity
